"","street1","accidents"
"1862","HILDEGARD-JADAMOWITZ-STR.",1
"1863","HILDEGARD-KNEF-PLATZ",2
"1864","HILDEGARDSTR.",1
"1865","HINDENBURGDAMM / MOLTKESTR.",1
"1866","HINDENBURGDAMM / STOCKWEG / DORFAUE LICHTERFELDE",1
"1867","HINTER DEM KURPARK",1
"1868","HIRTENSTR. / KARL-LIEBKNECHT-STR.",4
"1869","HIRTENSTR. / ROSA-LUXEMBURG-STR.",1
"1870","HOBRECHTSTR. / LENAUSTR.",1
"1871","HOBRECHTSTR. / SONNENALLEE",2
"1872","HOBRECHTSTR. / WESERSTR.",1
"1873","HOCHGALLWEG",1
"1874","HOCHJAGDSTR. / WAIDMANNSLUSTER DAMM",1
"1875","HOCHKALTERWEG / MUTTLERWEG",1
"1876","HOCHKIRCHSTR.",1
"1877","HOCHSTÄDTER STR.",1
"1878","HOCHSTR.",7
"1879","HOCHSTR. / WIESENSTR. / WIESENBRÜCKE",1
"1880","HOEPPNERSTR. / HOEPPNERSTR.",1
"1881","HOFJÄGERALLEE",1
"1882","HOFJÄGERALLEE / KLINGELHÖFERSTR. / STÜLERSTR. / TIERGARTENSTR.",8
"1883","HOHENSCHÖNHAUSER STR.",1
"1884","HOHENSCHÖNHAUSER WEG",1
"1885","HOHENSTAUFENSTR.",1
"1886","HOHENSTAUFENSTR. / MARTIN-LUTHER-STR.",2
"1887","HOHENSTAUFENSTR. / MÜNCHENER STR.",1
"1888","HOHENZOLLERNDAMM",5
"1889","HOHENZOLLERNDAMM / FEHRBELLINER PLATZ",5
"1890","HOHENZOLLERNDAMM / HOLSTEINISCHE STR. / HOHENZOLLERNPLATZ",1
"1891","HOHENZOLLERNDAMM / KONSTANZER STR.",2
"1892","HOHENZOLLERNDAMM / LANDECKER STR. / SALZBRUNNER STR.",1
"1893","HOHENZOLLERNDAMM / PFALZBURGER STR.",1
"1894","HOHENZOLLERNDAMM / RHEINBABENALLEE / TEPLITZER STR.",1
"1895","HOHENZOLLERNDAMM / RUDOLSTÄDTER STR. / SEESENER STR.",3
"1896","HOHENZOLLERNDAMM / SÄCHSISCHE STR.",3
"1897","HOHENZOLLERNDAMM / UHLANDSTR.",1
"1898","HOHENZOLLERNRING / SCHNEPFENREUTHER WEG",2
"1899","HOHENZOLLERNRING / STREITSTR. / AM MASELAKEPARK",1
"1900","HOLLÄNDERSTR.",1
"1901","HOLLÄNDERSTR. / LETTEALLEE / RESIDENZSTR. / FAHLANDGASSE / FRANZ-NEUMANN-PLATZ",1
"1902","HOLLÄNDERSTR. / MARKSTR.",3
"1903","HOLTEISTR. / SONNTAGSTR.",2
"1904","HOLTEISTR. / WEICHSELSTR. / WESERSTR.",2
"1905","HOLZMARKTSTR.",8
"1906","HOLZSTR. / LETTEALLEE / PROVINZSTR.",1
"1907","HOMBURGSTR. / KÖNIGSTEINSTR.",1
"1908","HÖNOWER STR.",5
"1909","HÖNOWER STR. / KARLSHAFENER STR.",1
"1910","HÖNOWER WEG",1
"1911","HOPPENDORFER STR. / KAULSDORFER STR.",2
"1912","HORNSTR.",1
"1913","HORST-CASPAR-STEIG",1
"1914","HÖRSTENWEG / PÖLNITZWEG",1
"1915","HORSTWALDER STR. / KESSELSTR. / PETKUSSER STR.",1
"1916","HORSTWALDER STR. / KIRCHHAINER DAMM / WITTELSBACHERSTR.",1
"1917","HOSEMANNSTR. / OSTSEESTR.",2
"1918","HUBERTUSALLEE",2
"1919","HUBERTUSSTR. / SCHLOßSTR.",1
"1920","HULTSCHINER DAMM",2
"1921","HULTSCHINER DAMM / MANNHEIMER STR. / PAUL-WEGENER-STR.",1
"1922","HULTSCHINER DAMM / NEUDAMMER STR.",1
"1923","HULTSCHINER DAMM / PILSENER STR.",1
"1924","HULTSCHINER DAMM / RAHNSDORFER STR.",4
"1925","HULTSCHINER DAMM / ROTDORNALLEE",1
"1926","HULTSCHINER DAMM / RÜSTERNALLEE",2
"1927","HULTSCHINER DAMM / WILLESTR.",2
"1928","HUMANNPLATZ / STAHLHEIMER STR. / WICHERTSTR.",1
"1929","HUSEMANNSTR. / WÖRTHER STR.",1
"1930","HUSSITENSTR. / BERNAUER STR.",6
"1931","HUSSTR. / VOGELBEERSTR.",1
"1932","HUTTENSTR.",2
"1933","HUTTENSTR. / WIEBESTR.",1
"1934","HÜTTENWEG / KOENIGSALLEE / ONKEL-TOM-STR. / KLEINER STERN",1
"1935","IDUNASTR. / ROMAIN-ROLLAND-STR.",2
"1936","ILBESHÄUSER WEG",1
"1937","ILSENBURGER STR. / KAISERIN-AUGUSTA-ALLEE",1
"1938","ILSESTR.",1
"1939","ILSESTR. / MARKSBURGSTR. / WALKÜRENSTR.",1
"1940","ILSESTR. / THOMASSTR.",1
"1941","IMBROSWEG",2
"1942","IMCHENALLEE",1
"1943","IM GEHEGE",1
"1944","IMMANUELKIRCHSTR.",1
"1945","IMMANUELKIRCHSTR. / KNAACKSTR. / PRENZLAUER ALLEE",3
"1946","IMMENWEG / KELLERSTR. / STEGLITZER DAMM",1
"1947","INDIRA-GANDHI-STR.",2
"1948","INDISCHE STR.",1
"1949","INDISCHE STR. / OUDENARDER STR. / SEESTR. / WILHELM-HASENCLEVER-PLATZ",2
"1950","INGEBORG-HUNZINGER-STR.",1
"1951","INGEBORG-HUNZINGER-STR. / FÜRSTENWALDER ALLEE / FÜRSTENWALDER DAMM",1
"1952","INGRID-GOLTZSCHE-SCHWARZ-STR. / STILLERZEILE / FÜRSTENWALDER DAMM",1
"1953","INNSBRUCKER STR.",4
"1954","INNSBRUCKER STR. / WARTBURGSTR.",1
"1955","INNSTR. / WEIGANDUFER / ELSENSTEG / WILDENBRUCHPARK",1
"1956","INVALIDENSTR.",27
"1957","INVALIDENSTR. / AM NORDBAHNHOF",1
"1958","INVALIDENSTR. / ELISABETHKIRCHSTR.",1
"1959","INVALIDENSTR. / HESSISCHE STR. / BRÜCKE AM NEUEN TOR (PANKE)",2
"1960","INVALIDENSTR. / PLATZ VOR DEM NEUEN TOR",1
"1961","ISENBURGER WEG / GEIßBLATTPFAD",1
"1962","JABLONSKISTR. / PRENZLAUER ALLEE",1
"1963","JACOBSOHNSTR. / PISTORIUSSTR.",1
"1964","JADEWEG",1
"1965","JAFFÉSTR. / BRÜCKE AM HEILIGENTALHÜGEL",2
"1966","JÄGERSTR.",1
"1967","JÄGERSTR. / WEVERSTR.",1
"1968","JAGOWSTR.",2
"1969","JANNOWITZBRÜCKE",1
"1970","JANNOWITZBRÜCKE / BRÜCKENSTR. / MÄRKISCHES UFER",4
"1971","JAN-PETERSEN-STR.",1
"1972","JANSASTR. / SONNENALLEE",2
"1973","JANSENSTR. / ORANIENBURGER STR.",2
"1974","JANUSZ-KORCZAK-STR. / FRITZ-LANG-STR.",1
"1975","JANUSZ-KORCZAK-STR. / HELLERSDORFER STR.",4
"1976","JASTROWER WEG / FÜRSTENWALDER DAMM",1
"1977","JEAN-JAURÈS-STR.",1
"1978","JERICHOWER STR. / STENDALER STR.",1
"1979","JERUSALEMER STR. / LEIPZIGER STR.",1
"1980","JOACHIM-FRIEDRICH-STR.",1
"1981","JOACHIM-FRIEDRICH-STR. / KURFÜRSTENDAMM / AGATHE-LASCH-PLATZ",1
"1982","JOACHIM-GOTTSCHALK-WEG",1
"1983","JOACHIM-KARNATZ-ALLEE",1
"1984","JOACHIMSTHALER STR.",5
"1985","JOACHIMSTHALER STR. / KURFÜRSTENDAMM / JOACHIMSTHALER PLATZ",3
"1986","JOACHIMSTHALER STR. / LIETZENBURGER STR. / FRIEDRICH-HOLLAENDER-PLATZ",1
"1987","JOCHEN-NÜßLER-STR. / PARCHIMER ALLEE",1
"1988","JOHANNESSTR. / LEO-BAECK-STR.",1
"1989","JOHANN-GEORG-STR. / NESTORSTR. / WESTFÄLISCHE STR.",1
"1990","JOHANNISSTR. / KALKSCHEUNENSTR.",1
"1991","JOHANNISTHALER CHAUSSEE",7
"1992","JOHANNISTHALER CHAUSSEE / KÖNIGSHEIDEWEG",3
"1993","JOHN-F.-KENNEDY-PLATZ",1
"1994","JOHN-FOSTER-DULLES-ALLEE",1
"1995","JOHN-FOSTER-DULLES-ALLEE / SCHEIDEMANNSTR.",1
"1996","JOHN-LOCKE-STR.",1
"1997","JOSEF-ORLOPP-STR. / SIEGFRIEDSTR.",1
"1998","JOSEF-ORLOPP-STR. / STORKOWER STR. / MÖLLENDORFFSTR.",1
"1999","JÜDENSTR. / PAROCHIALSTR.",1
"2000","JUDITH-AUER-STR. / FRANZ-JACOB-STR. / LANDSBERGER ALLEE",3
"2001","JULIE-WOLFTHORN-STR. / AM NORDBAHNHOF / ZINNOWITZER STR.",1
"2002","JULIE-WOLFTHORN-STR. / GARTENSTR. / BERNAUER STR.",5
"2003","JULIUSSTR.",1
"2004","JULIUSSTR. / KARL-MARX-STR.",1
"2005","JUNGFERNHEIDEWEG / NONNENDAMMALLEE / REISSTR. / SIEMENSDAMM",1
"2006","JUNGFERNSTIEG / KÖNIGSBERGER STR. / MORGENSTERNSTR.",1
"2007","JUNGSTR.",2
"2008","JUSTUS-VON-LIEBIG-STR. / AM STUDIO",1
"2009","KABLOWER WEG",1
"2010","KAISERDAMM",7
"2011","KAISERDAMM / KÖNIGIN-ELISABETH-STR. / MESSEDAMM",5
"2012","KAISERDAMM / MEERSCHEIDTSTR.",2
"2013","KAISERDAMM / RIEHLSTR.",1
"2014","KAISERDAMM / ROGNITZSTR. / KAISERDAMMBRÜCKE",3
"2015","KAISERDAMM / SOPHIE-CHARLOTTEN-STR.",1
"2016","KAISERDAMM / WITZLEBENSTR.",3
"2017","KAISERDAMM / WUNDTSTR.",1
"2018","KAISER-FRIEDRICH-STR.",2
"2019","KAISER-FRIEDRICH-STR. / KANTSTR.",2
"2020","KAISER-FRIEDRICH-STR. / OTTO-SUHR-ALLEE / SPANDAUER DAMM / LUISENPLATZ",1
"2021","KAISER-FRIEDRICH-STR. / PESTALOZZISTR.",1
"2022","KAISER-FRIEDRICH-STR. / SCHILLERSTR.",2
"2023","KAISER-FRIEDRICH-STR. / ZILLESTR.",1
"2024","KAISERIN-AUGUSTA-ALLEE",4
"2025","KAISERIN-AUGUSTA-ALLEE / NEUES UFER / KAISERIN-AUGUSTA-BRÜCKE",1
"2026","KAISERIN-AUGUSTA-ALLEE / SÖMMERINGSTR. / MIERENDORFFPLATZ",1
"2027","KAISERIN-AUGUSTA-ALLEE / WIEBESTR.",1
"2028","KAISERSTR. / MARIENDORFER DAMM / WESTPHALWEG",1
"2029","KAISERSTR. / RATHAUSSTR.",1
"2030","KAISER-WILHELM-STR.",6
"2031","KAISER-WILHELM-STR. / KURFÜRSTENSTR.",1
"2032","KAISER-WILHELM-STR. / LEONORENSTR. / PAUL-SCHNEIDER-STR.",1
"2033","KAMENZER DAMM",2
"2034","KAMERUNER STR. / MÜLLERSTR.",2
"2035","KANALSTR.",3
"2036","KANALSTR. / SEIDELBASTWEG / STUBENRAUCHSTR.",2
"2037","KANTSTR.",10
"2038","KANTSTR. / LEIBNIZSTR.",5
"2039","KANTSTR. / SAVIGNYPLATZ",1
"2040","KANTSTR. / WILMERSDORFER STR.",2
"2041","KAPELLE-UFER",1
"2042","KARESTR.",1
"2043","KARL-KUNGER-STR.",1
"2044","KARL-LIEBKNECHT-STR.",11
"2045","KARL-LIEBKNECHT-STR. / SPANDAUER STR.",6
"2046","KARL-LIEBKNECHT-STR. / WADZECKSTR.",1
"2047","KARL-MARX-ALLEE",19
"2048","KARL-MARX-ALLEE / KOPPENSTR.",3
"2049","KARL-MARX-ALLEE / SCHILLINGSTR.",7
"2050","KARL-MARX-ALLEE / STRAUSBERGER PLATZ",1
"2051","KARL-MARX-PLATZ / RICHARDPLATZ / RICHARDPARK",1
"2052","KARL-MARX-STR.",10
"2053","KARL-MARX-STR. / LAHNSTR. / SILBERSTEINSTR.",1
"2054","KARL-MARX-STR. / NECKARSTR.",2
"2055","KARL-MARX-STR. / REUTERSTR.",3
"2056","KARL-MARX-STR. / ROLLBERGSTR. / ALFRED-SCHOLZ-PLATZ",1
"2057","KARL-MARX-STR. / SCHÖNSTEDTSTR.",2
"2058","KARL-MARX-STR. / THOMASSTR. / KARL-MARX-PLATZ",2
"2059","KARLSHORSTER STR.",1
"2060","KARLSHORSTER STR. / NÖLDNERSTR.",1
"2061","KARLSHORSTER STR. / RIXDORFER STR.",1
"2062","KARLSHORSTER STR. / SCHNELLERSTR.",3
"2063","KARLSHORSTER STR. / STUBENRAUCHBRÜCKE",1
"2064","KAROWER CHAUSSEE / MAX-BURGHARDT-STR.",3
"2065","KAROWER CHAUSSEE / ROBERT-RÖSSLE-STR. / WOLFGANG-HEINZ-STR.",2
"2066","KAROWER CHAUSSEE / THEODOR-BRUGSCH-STR.",1
"2067","KAROWER STR.",1
"2068","KASINOWEG",1
"2069","KASKELSTR. / PFARRSTR.",1
"2070","KASTANIENALLEE",11
"2071","KASTANIENALLEE / COTTBUSSER STR.",1
"2072","KASTANIENALLEE / ODERBERGER STR.",4
"2073","KASTANIENALLEE / SPANDAUER DAMM",3
"2074","KASTANIENALLEE / ZIONSKIRCHSTR.",2
"2075","KATZBACHSTR. / KREUZBERGSTR.",4
"2076","KATZBACHSTR. / YORCKSTR.",4
"2077","KATZLERSTR. / YORCKSTR.",1
"2078","KAULBACHSTR.",1
"2079","KAULBACHSTR. / LEONORENSTR. / BLW UNTERBEZIRK STEGLITZ GRUPPE LEONORENSTR.",1
"2080","KAULSDORFER STR.",1
"2081","KAULSDORFER STR. / MAHLSDORFER STR.",1
"2082","KAVALIERSTR.",2
"2083","KEIBELSTR.",1
"2084","KEIBELSTR. / MOLLSTR.",1
"2085","KEIBELSTR. / WADZECKSTR.",1
"2086","KEITHSTR.",1
"2087","KEITHSTR. / LÜTZOWUFER",1
"2088","KEITHSTR. / WICHMANNSTR.",1
"2089","KETTINGER STR.",1
"2090","KGA AM STEINBERG / TINO-SCHWIERZINA-STR. / TRESKOWSTR.",1
"2091","KIEBITZGRUND / BRUNO-BAUM-STR.",1
"2092","KIEFHOLZSTR.",4
"2093","KIEFHOLZSTR. / BAUMSCHULENSTR.",3
"2094","KIEFHOLZSTR. / DAMMWEG",4
"2095","KIEFHOLZSTR. / ELSENSTR.",4
"2096","KIEFHOLZSTR. / LOHMÜHLENSTR.",1
"2097","KIEFHOLZSTR. / MOSISCHSTR.",1
"2098","KIEFHOLZSTR. / PLESSER STR.",1
"2099","KIEFHOLZSTR. / PUDERSTR.",1
"2100","KIEFHOLZSTR. / RINKARTSTR.",1
"2101","KIEFHOLZSTR. / TREPTOWER STR.",2
"2102","KIEHLUFER",1
"2103","KIEHLUFER / TEUPITZER STR. / TEUPITZER BRÜCKE",1
"2104","KIELER STR.",1
"2105","KIELER STR. / SCHLOßSTR.",2
"2106","KIENITZER STR.",1
"2107","KIRCHBACHSTR.",1
"2108","KIRCHHAINER DAMM",1
"2109","KIRCHHOFSTR.",1
"2110","KIRCHHOFSTR. / KÖRNERSTR. / NEUENDORFER STR.",1
"2111","KIRCHSTR.",3
"2112","KIRCHSTR. / LAURENZSTR.",1
"2113","KIRSCHENALLEE",2
"2114","KIRSCHNERWEG / JOHANNISTHALER CHAUSSEE",1
"2115","KISSELNALLEE / PAUSINER STR. / RADELANDSTR.",1
"2116","KISSELNALLEE / PIONIERSTR. / ZEPPELINSTR. (ENDE)",1
"2117","KISSINGENSTR. / PRENZLAUER PROMENADE",1
"2118","KLADOWER DAMM",1
"2119","KLARASTR. / WILHELMINENHOFSTR.",1
"2120","KLEINE JÄGERSTR. / KURSTR.",1
"2121","KLEINE MITTELSTR. / SCHÖNWALDER STR.",1
"2122","KLEINE ROSENTHALER STR. / LINIENSTR.",1
"2123","KLEINE ROSENTHALER STR. / MULACKSTR. / ROSENTHALER STR.",1
"2124","KLEISTSTR.",2
"2125","KLEMKESTR.",1
"2126","KLEMKESTR. / STRAßE VOR SCHÖNHOLZ",1
"2127","KLINGELHÖFERSTR.",2
"2128","KLINGELHÖFERSTR. / KÖBISSTR. / RAUCHSTR.",1
"2129","KLINGELHÖFERSTR. / VON-DER-HEYDT-STR.",2
"2130","KLINGSORSTR.",1
"2131","KLOPSTOCKSTR. / STRAßE DES 17. JUNI",2
"2132","KLOSTERSTR.",2
"2133","KLOSTERSTR. / SEDANSTR.",1
"2134","KLOSTERSTR. / STRALAUER STR.",1
"2135","KLUCKSTR. / LÜTZOWSTR.",1
"2136","KLUCKSTR. / SCHÖNEBERGER UFER / BENDLERBRÜCKE",1
"2137","KNAACKSTR.",1
"2138","KNAACKSTR. / KOLLWITZSTR.",1
"2139","KNAACKSTR. / WÖRTHER STR.",1
"2140","KNESEBECKSTR.",3
"2141","KNESEBECKSTR. / KURFÜRSTENDAMM",1
"2142","KNIPRODESTR.",5
"2143","KNIPRODESTR. / ALTENESCHER WEG",1
"2144","KNIPRODESTR. / CONRAD-BLENKLE-STR.",1
"2145","KNIPRODESTR. / DANZIGER STR.",2
"2146","KNIPRODESTR. / MICHELANGELOSTR.",3
"2147","KNIPRODESTR. / STORKOWER STR.",4
"2148","KNO",2
"2149","KNOBELSDORFFBRÜCKE",2
"2150","KNOBELSDORFFSTR. / A 100 BAB / KNOBELSDORFFBRÜCKE / 100 AS KAISERDAMM AUSF N",1
"2151","KNOBELSDORFFSTR. / KÖNIGIN-ELISABETH-STR.",3
"2152","KNOBELSDORFFSTR. / PLATANENALLEE / SOORSTR.",2
"2153","KNOBELSDORFFSTR. / ROGNITZSTR. / A 100 BAB / KNOBELSDORFFBRÜCKE / 100 AS KAISERD",2
"2154","KNOBELSDORFFSTR. / SCHLOßSTR. / ZILLESTR.",2
"2155","KNOBELSDORFFSTR. / SOPHIE-CHARLOTTEN-STR.",1
"2156","KNORRPROMENADE / WÜHLISCHSTR.",1
"2157","KOCHHANNSTR.",1
"2158","KOCHSTR.",2
"2159","KOCHSTR. / RUDI-DUTSCHKE-STR. / FRIEDRICHSTR.",2
"2160","KOCHSTR. / WILHELMSTR.",1
"2161","KOENIGSALLEE",2
"2162","KOLIBRIWEG / KORMORANWEG",1
"2163","KÖLLNISCHE STR.",1
"2164","KOLLOSTR. / WESTPHALWEG",1
"2165","KOLLWITZSTR.",3
"2166","KOLLWITZSTR. / METZER STR.",2
"2167","KOLLWITZSTR. / SAARBRÜCKER STR. / SCHÖNHAUSER ALLEE",3
"2168","KOLLWITZSTR. / SREDZKISTR.",2
"2169","KOLONIESTR.",1
"2170","KOLONIESTR. / SOLDINER STR.",1
"2171","KOLONNENSTR.",1
"2172","KOLONNENSTR. / WILHELM-KABUS-STR.",1
"2173","KÖNIGIN-ELISABETH-STR.",4
"2174","KÖNIGSBERGER STR.",1
"2175","KÖNIGSBERGER STR. / OSTPREUßENDAMM",2
"2176","KÖNIGSHEIDEWEG",1
"2177","KÖNIGSHEIDEWEG / STERNDAMM",3
"2178","KÖNIGSTR.",11
"2179","KÖNIGSTR. / KRONPRINZENSTR.",1
"2180","KÖNIGSTR. / KRONPRINZESSINNENWEG",1
"2181","KÖNIGSTR. / MARIENDORFER DAMM",1
"2182","KÖNIGSTR. / MARTIN-BUBER-STR.",1
"2183","KÖNIGSTR. / MARTIN-BUBER-STR. / ONKEL-TOM-STR. / POTSDAMER STR.",1
"2184","KÖNIGSTR. / WERNERSTR.",1
"2185","KÖNIGSWALDER STR. / MALCHOWER WEG / PRIVATSTR. 5",1
"2186","KÖNIGSWEG",1
"2187","KÖNIGSWINTERSTR. / RHEINSTEINSTR.",1
"2188","KONRAD-ADENAUER-STR. / OTTO-VON-BISMARCK-ALLEE",1
"2189","KONRAD-WOLF-STR.",7
"2190","KONRAD-WOLF-STR. / DEGNERSTR. / MANETSTR. / SCHÖNEICHER STR.",2
"2191","KONRAD-WOLF-STR. / FREIENWALDER STR. / ORANKESTR.",1
"2192","KONRAD-WOLF-STR. / HAUPTSTR. / SUERMONDTSTR. / SEEFELDER STR.",1
"2193","KONRAD-WOLF-STR. / ROEDERNSTR. / WRIEZENER STR.",5
"2194","KONRAD-WOLF-STR. / SANDINOSTR.",1
"2195","KONRAD-WOLF-STR. / SIMON-BOLIVAR-STR.",1
"2196","KONRAD-WOLF-STR. / WERNEUCHENER STR.",1
"2197","KONSTANZER STR.",2
"2198","KONSTANZER STR. / WESTFÄLISCHE STR.",2
"2199","KONSTANZER STR. / XANTENER STR. / OLIVAER PLATZ",1
"2200","KOPENHAGENER STR.",6
"2201","KÖPENICKER ALLEE / RHEINSTEINSTR.",1
"2202","KÖPENICKER CHAUSSEE",1
"2203","KÖPENICKER LANDSTR.",5
"2204","KÖPENICKER LANDSTR. / RODELBERGWEG",1
"2205","KÖPENICKER STR.",15
"2206","KÖPENICKER STR. / BETHANIENDAMM",3
"2207","KÖPENICKER STR. / BRÜCKENSTR. / HEINRICH-HEINE-STR.",4
"2208","KÖPENICKER STR. / ENGELDAMM",2
"2209","KÖPENICKER STR. / MICHAELKIRCHSTR.",6
"2210","KÖPENICKER STR. / OHMSTR.",1
"2211","KÖPENICKER STR. / PAULINENAUER STR.",1
"2212","KÖPENICKER STR. / WULKOWER STR.",1
"2213","KÖPENZEILE",2
"2214","KÖPENZEILE / PRITSTABELSTR.",2
"2215","KOPERNIKUSSTR.",5
"2216","KOPERNIKUSSTR. / LIBAUER STR.",2
"2217","KOPERNIKUSSTR. / SIMON-DACH-STR. / WÜHLISCHSTR.",1
"2218","KOPERNIKUSSTR. / WARSCHAUER STR.",12
"2219","KOPPELWEG",1
"2220","KOPPENPLATZ",1
"2221","KOPPENPLATZ / LINIENSTR.",1
"2222","KOPPENSTR.",3
"2223","KOPPENSTR. / SINGERSTR.",2
"2224","KORNBURGER WEG",1
"2225","KORSÖRER STR. / YSTADER STR.",1
"2226","KÖRTESTR.",3
"2227","KOSEROWER STR.",1
"2228","KÖTHENER STR.",1
"2229","KÖTHENER STR. / STRESEMANNSTR.",1
"2230","KOTTBUSSER DAMM",14
"2231","KOTTBUSSER DAMM / LACHMANNSTR.",4
"2232","KOTTBUSSER DAMM / MAYBACHUFER / PLANUFER / KOTTBUSSER BRÜCKE",2
"2233","KOTTBUSSER DAMM / SANDERSTR.",1
"2234","KOTTBUSSER DAMM / SCHINKESTR.",1
"2235","KOTTBUSSER DAMM / WESERSTR.",1
"2236","KOTTBUSSER STR.",1
"2237","KOTTMEIERSTR.",3
"2238","KRAMPENBURGER WEG / MITTELBRUNNER STEIG",1
"2239","KRAMPNITZER WEG",1
"2240","KRAUSENSTR.",1
"2241","KRAUSENSTR. / MAUERSTR.",1
"2242","KRAUSNICKSTR. / MONBIJOUSTR. / ORANIENBURGER STR.",3
"2243","KRAUTSTR. / SINGERSTR.",2
"2244","KREUZBERGSTR.",3
"2245","KREUZBERGSTR. / METHFESSELSTR.",1
"2246","KREUZBERGSTR. / MÖCKERNSTR.",1
"2247","KREUZNACHER STR.",2
"2248","KREUZSTR. / PARKSTR. / SCHÖNHOLZER STR.",2
"2249","KROKUSSTR. / MARGUERITENRING",1
"2250","KRONPRINZENBRÜCKE / REINHARDTSTR. / SCHIFFBAUERDAMM / UNTERBAUMSTR. / KAPELLE-",1
"2251","KRONPRINZESSINNENWEG",4
"2252","KRUCKENBERGSTR.",1
"2253","KRUGSTEGE",1
"2254","KRUMME GÄRTEN",1
"2255","KRUMME STR.",1
"2256","KRUMME STR. / OTTO-SUHR-ALLEE / WARBURGZEILE",2
"2257","KRUMME STR. / PESTALOZZISTR.",1
"2258","KRUMME STR. / WILMERSDORFER STR. / STUTTGARTER PLATZ",2
"2259","KUCKHOFFSTR. / WALDSTR.",1
"2260","KUDOWASTR.",1
"2261","KUDOWASTR. / PAULSBORNER STR.",1
"2262","KUGLERSTR. / SCHÖNHAUSER ALLEE",1
"2263","KUHLIGKSHOFSTR. / SCHLOßSTR. / WOLFENSTEINDAMM / A 103 BAB ABZWEIG ZEHLENDORF /",3
"2264","KÜNHEIMER WEG",1
"2265","KURFÜRSTENDAMM",16
"2266","KURFÜRSTENDAMM / LEIBNIZSTR.",1
"2267","KURFÜRSTENDAMM / SCHLÜTERSTR.",2
"2268","KURFÜRSTENDAMM / SCHWARZBACHER STR.",2
"2269","KURFÜRSTENDAMM / WESTFÄLISCHE STR.",1
"2270","KURFÜRSTENSTR.",5
"2271","KURFÜRSTENSTR. / KARL-HEINRICH-ULRICHS-STR.",2
"2272","KURFÜRSTENSTR. / POTSDAMER STR.",4
"2273","KURSTR.",1
"2274","KURSTR. / POTSDAMER CHAUSSEE",1
"2275","KURT-SCHUMACHER-DAMM / HECKERDAMM / A 111 BAB AUTOBAHNZUBRINGER HAMBURG /",1
"2276","KURZE STR. / SCHERENBERGSTR. / WISBYER STR.",4
"2277","KÜSTRINER STR. / WRIEZENER STR.",1
"2278","KYLLMANNSTR.",1
"2279","KYNASTSTR.",1
"2280","KYNASTSTR. / KYNASTSTR.",1
"2281","LAEHRSTR. / TELTOWER DAMM",1
"2282","LAHNSTR.",4
"2283","LAHNSTR. / MIERSTR.",1
"2284","LAHNSTR. / MITTELBUSCHWEG",1
"2285","LAHNSTR. / NAUMBURGER STR.",2
"2286","LAHNSTR. / NIEMETZSTR.",1
"2287","LANDHAUSSTR.",1
"2288","LANDOLTWEG / THIELALLEE / TRIESTPARK",1
"2289","LANDSBERGER ALLEE",16
"2290","LANDSBERGER ALLEE / BLUMBERGER DAMM",1
"2291","LANDSBERGER ALLEE / MÄRKISCHE ALLEE",2
"2292","LANDSBERGER ALLEE / WEIßENSEER WEG",4
"2293","LANDSBERGER CHAUSSEE / STENDALER STR.",1
"2294","LANGENSCHEIDTSTR. / WILLMANNDAMM",1
"2295","LANGHANSSTR.",5
"2296","LANGKOFELWEG",1
"2297","LANKWITZER STR.",2
"2298","LANKWITZER STR. / LORENZSTR.",1
"2299","LANKWITZER STR. / LUISENSTR.",1
"2300","LANKWITZER STR. / PORSCHESTR.",1
"2301","LAUBACHER STR. / SÜDWESTKORSO / WIESBADENER STR.",1
"2302","LAUENBURGER STR.",2
"2303","LAUSANNER STR. / GLARNER STR.",1
"2304","LAUSITZER STR. / SKALITZER STR. / LAUSITZER PLATZ",5
"2305","LAUSITZER STR. / WIENER STR.",1
"2306","LEA-GRUNDIG-STR.",2
"2307","LEA-GRUNDIG-STR. / LEA-GRUNDIG-STR.",2
"2308","LEA-GRUNDIG-STR. / MARZAHNER PROMENADE / BÜRGERPARK MARZAHN / RAOUL-WALLENBE",1
"2309","LEBERSTR.",1
"2310","LEBUSER STR. / NEUE WEBERSTR.",1
"2311","LEDEBOURSTR.",1
"2312","LEHDERSTR. / ROELCKESTR.",1
"2313","LEHRTER STR.",7
"2314","LEHRTER STR. / CLARA-JASCHKE-STR. / INVALIDENSTR.",3
"2315","LEHRTER STR. / PERLEBERGER STR.",1
"2316","LEIBNIZSTR.",2
"2317","LEINESTR.",2
"2318","LEINESTR. / ODERSTR.",1
"2319","LEIPZIGER STR.",4
"2320","LEIPZIGER STR. / MAUERSTR.",1
"2321","LEIPZIGER STR. / NIEDERWALLSTR. / SEYDELSTR. / SPITTELMARKT",2
"2322","LENBACHSTR.",1
"2323","LENGEDER STR. / ROEDERNALLEE",1
"2324","LENNÉSTR. / EBERTSTR.",2
"2325","LENTZEALLEE / ZOPPOTER STR.",1
"2326","LEO-BAECK-STR.",1
"2327","LEO-BAECK-STR. / TELTOWER DAMM",1
"2328","LEONHARDYWEG / SCHULENBURGRING / WOLFFRING",1
"2329","LEONORENSTR.",4
"2330","LEPSIUSSTR.",1
"2331","LEPSIUSSTR. / MARKELSTR. / MAßMANNSTR.",1
"2332","LERCHENSTR. / RITTERFELDDAMM / JOHANN-LANDEFELDT-STR.",1
"2333","LESSINGBRÜCKE",1
"2334","LESSINGSTR.",1
